 Index   Temp   Variable_0   Variable_1   Variable_2   Variable_3   Variable_4   Variable_5   Variable_6   Variable_7   Variable_8   Variable_9 Objective   Seconds
       10799.000            282.000              0.406              0.107              0.528             13.120             72.972            169.413              0.155             29.446              0.729              4.417            603.160             11.266   
       10800.000            282.000              0.467              0.421              0.724              5.404             80.724             85.615              0.093             10.768              0.638              5.877            531.404             11.272   
       10801.000            282.000              0.409              0.063              0.417              6.912             53.492            110.935              0.066              0.060              0.189              4.480            529.687             11.275   
       10802.000            282.000              0.788              0.497              0.071             10.837             85.341            114.476              0.040             40.430              0.972              5.500            576.473             11.277   
       10803.000            282.000              0.702              0.367              0.215             17.349             54.647             61.480              0.074             23.363              0.937              5.596            483.678             11.277   
       10804.000            282.000              0.363              0.452              0.226             13.261             98.971            165.223              0.142             35.680              0.063              3.987            291.029             11.281   
       10805.000            282.000              0.671              0.154              0.425             21.557             66.306            162.938              0.141              9.227              0.345              3.473           -101.862             11.282   
       10806.000            281.000              0.661              0.199              0.072              9.726             98.625            141.551              0.027             17.558              0.679              1.546           -104.153             11.282   
       10807.000            281.000              0.869              0.399              0.120              9.767             68.894            189.734              0.253              6.728              0.333              3.900            415.554             11.283   
       10808.000            281.000              0.392              0.419              0.043             14.998             82.293            162.149              0.030             25.970              0.296              1.703            -63.376             11.283   
       10809.000            281.000              0.399              0.294              0.245             28.483             65.698            108.390              0.147             46.758              0.043              1.500           -115.794             11.284   
       10810.000            281.000              0.830              0.418              0.634             12.231             98.934            125.684              0.085             45.457              0.564              4.563            436.704             11.285   
       10811.000            281.000              0.478              0.443              0.445             15.569             75.943            116.355              0.287             47.211              0.244              2.167            347.771             11.285   
       10812.000            281.000              0.666              0.343              0.206             25.728             65.514            164.671              0.181             20.312              0.196              3.682            367.328             11.286   
       10813.000            281.000              0.920              0.163              0.609              7.332             87.863            127.381              0.072             23.268              0.839              5.046             29.461             11.287   
       10814.000            281.000              0.528              0.287              0.235             23.532             92.395            112.806              0.066             47.677              0.458              3.813            548.549             11.288   
       10815.000            281.000              0.537              0.390              0.164             15.712             58.364            185.320              0.153             36.663              0.092              4.431            553.590             11.290   
       10816.000            281.000              0.322              0.249              0.911              8.332             88.784            146.044              0.255             23.186              0.778              3.972            514.304             11.291   
       10817.000            281.000              0.693              0.439              0.507             29.458             68.936            190.410              0.284             42.511              0.236              2.043            -87.236             11.292   
       10818.000            281.000              0.551              0.353              0.190             10.303             98.238            123.313              0.268             27.370              0.924              2.906            468.521             11.293   
       10819.000            281.000              0.399              0.332              0.662              7.366             79.073            115.898              0.221             20.145              0.597              3.186            521.727             11.294   
       10820.000            281.000              0.578              0.477              0.299             18.249             53.354            116.548              0.043             22.378              0.386              5.543            519.919             11.296   
       10821.000            280.000              0.899              0.393              0.332             21.875             58.140            145.081              0.111             40.729              0.955              2.798            322.986             11.297   
       10822.000            280.000              0.250              0.342              0.334             23.789             97.302            150.923              0.259             49.070              0.785              4.053            354.894             11.298   
       10823.000            280.000              0.747              0.245              0.745              9.075             99.843            145.742              0.113              7.276              0.039              2.461            235.139             11.299   
       10824.000            280.000              0.526              0.298              0.310             10.909             70.158            132.019              0.236             10.080              0.714              2.191            394.023             11.299   
       10825.000            280.000              0.870              0.398              0.406              8.187             64.897             59.867              0.083             39.514              0.653              2.375            312.265             11.300   
       10826.000            280.000              0.344              0.335              0.420             13.295             82.070            151.084              0.270             21.104              0.240              5.685            561.047             11.300   
       10827.000            280.000              0.509              0.289              0.829             21.332             67.706            146.184              0.217             15.904              0.647              5.785            224.652             11.302   
       10828.000            280.000              0.484              0.416              0.069             27.612             59.985            163.655              0.088             28.375              0.877              2.941            504.155             11.303   
       10829.000            280.000              0.770              0.427              0.689             25.808             52.391            129.719              0.106             37.854              0.718              5.933            305.728             11.304   
       10830.000            280.000              0.999              0.156              0.190             27.545             56.588             86.644              0.086             27.575              0.680              5.347           -472.515             11.305   
       10831.000            280.000              0.303              0.112              0.906             26.611             61.098             81.968              0.119              0.051              0.901              5.381            554.956             11.305   
       10832.000            280.000              0.412              0.187              0.432             20.353             75.438             59.054              0.132             29.115              0.964              5.906            474.422             11.310   
       10833.000            280.000              0.279              0.383              0.759             20.989             50.004             57.702              0.236             29.197              0.757              5.539            496.273             11.310   
       10834.000            280.000              0.396              0.143              0.138              5.702             71.811             90.751              0.283             45.001              0.893              2.431            489.559             11.312   
       10835.000            280.000              0.445              0.183              0.827             16.793             87.075            115.345              0.239             25.161              0.377              4.159            323.597             11.316   
       10836.000            279.000              0.544              0.448              0.648             13.441             93.506             95.550              0.249             13.940              0.374              3.375            329.124             11.317   
       10837.000            279.000              0.678              0.160              0.154             10.169             88.430            114.607              0.110             48.975              0.571              5.151            138.205             11.318   
       10838.000            279.000              0.458              0.176              0.401              7.677             82.919             78.338              0.152             18.209              0.307              5.521            502.694             11.319   
       10839.000            279.000              0.458              0.009              0.582             22.668             75.575            183.781              0.211              4.634              0.068              1.684           -131.291             11.320   
       10840.000            279.000              0.204              0.164              0.981             27.841             58.319            103.241              0.114              3.297              0.716              5.093           -122.110             11.320   
       10841.000            279.000              0.242              0.310              0.576             12.032             83.647             58.121              0.271             21.926              0.587              4.520             65.994             11.321   
       10842.000            279.000              0.632              0.360              0.104             13.270             96.297             83.718              0.267             19.158              0.110              4.257            411.929             11.321   
       10843.000            279.000              0.670              0.332              0.099              7.964             74.791            156.593              0.216             32.728              0.778              2.187            430.242             11.322   
       10844.000            279.000              0.464              0.149              0.111             16.129             65.011            179.588              0.117             20.442              0.408              1.529             16.234             11.323   
       10845.000            279.000              0.345              0.302              0.116             15.641             99.554            143.430              0.208             20.928              0.618              4.697            621.233             11.324   
       10846.000            279.000              0.892              0.344              0.605             15.766             55.849            180.824              0.017              2.640              0.015              5.207            511.054             11.330   
       10847.000            279.000              0.746              0.331              0.087             14.751             63.760             97.055              0.020             42.077              0.302              2.978            492.340             11.331   
       10848.000            279.000              0.563              0.388              0.391             15.631             73.188            143.633              0.057              6.490              0.118              4.110            496.421             11.332   
       10849.000            279.000              0.566              0.041              0.886              9.161             71.042            197.161              0.008             10.230              0.890              3.296            610.216             11.334   
       10850.000            279.000              0.639              0.413              0.230             20.465             85.696             86.296              0.164              5.940              0.129              3.380            476.873             11.336   
       10851.000            278.000              0.569              0.401              0.182             10.295             81.209            154.144              0.074             44.010              0.009              2.248            337.537             11.337   
       10852.000            278.000              0.519              0.359              0.154             21.329             89.827             57.153              0.017             37.458              0.983              5.726            623.616             11.339   
       10853.000            278.000              0.755              0.287              0.093             13.463             95.763             77.939              0.179             19.486              0.536              5.165            258.186             11.344   
       10854.000            278.000              0.354              0.407              0.469             28.203             54.008            152.391              0.195             33.635              0.578              5.937            560.521             11.344   
       10855.000            278.000              0.596              0.162              0.864             24.038             79.161            135.357              0.084             33.711              0.347              2.762            309.130             11.345   
       10856.000            278.000              0.602              0.499              0.048             22.701             74.428             53.581              0.109              5.360              0.745              2.143            292.149             11.346   
       10857.000            278.000              0.440              0.455              0.991             13.133             63.113            128.103              0.071             33.938              0.964              2.962            379.397             11.347   
       10858.000            278.000              0.875              0.425              0.093             24.569             77.805             57.419              0.159             24.715              0.827              4.643            474.681             11.350   
       10859.000            278.000              0.894              0.450              0.101             29.781             93.155            142.626              0.129             44.266              0.338              2.456            427.738             11.352   
       10860.000            278.000              0.425              0.301              0.000             21.367             70.300            116.786              0.062             21.678              0.149              4.208            545.219             11.353   
       10861.000            278.000              0.594              0.092              0.949             25.179             95.772            194.154              0.038             45.331              0.871              1.803            482.802             11.356   
       10862.000            278.000              0.522              0.187              0.226              6.062             62.639             88.161              0.091             16.146              0.945              3.375            520.389             11.357   
       10863.000            278.000              0.690              0.363              0.764              8.150             56.956             96.787              0.182             28.246              0.667              4.123           -242.472             11.358   
       10864.000            278.000              0.902              0.238              0.088             20.250             70.194            138.835              0.207              6.978              0.681              2.239             89.119             11.359   
       10865.000            278.000              0.517              0.279              0.166             24.150             54.036             85.095              0.293             25.737              0.135              5.583             48.662             11.361   
       10866.000            277.000              0.677              0.358              0.808             20.631             53.478            127.609              0.016             36.235              0.074              5.831            115.095             11.362   
       10867.000            277.000              0.746              0.350              0.830             18.631             76.844             83.202              0.114             23.744              0.955              5.710            150.777             11.363   
       10868.000            277.000              0.244              0.327              0.419             17.722             72.451            157.792              0.209              5.726              0.367              3.016           -158.910             11.363   
       10869.000            277.000              0.398              0.293              0.170             19.151             78.305            133.833              0.234             20.999              0.422              4.328            574.269             11.365   
       10870.000            277.000              0.378              0.198              0.085              7.794             97.787            188.628              0.285             20.952              0.741              2.221            536.914             11.366   
       10871.000            277.000              0.191              0.230              0.171             13.672             63.344            139.221              0.223             17.302              0.775              1.094            156.189             11.368   
       10872.000            277.000              0.661              0.433              0.859             15.369             53.055            133.954              0.010              8.498              0.483              4.132            139.462             11.369   
       10873.000            277.000              0.531              0.209              0.219              5.052             76.349            123.694              0.049             37.839              0.873              1.344            308.017             11.370   
       10874.000            277.000              0.832              0.424              0.141              5.400             83.516            111.373              0.260             48.230              0.761              5.103            431.817             11.371   
       10875.000            277.000              0.261              0.154              0.884              7.316             69.566            124.099              0.135              4.264              0.717              1.524            375.065             11.372   
       10876.000            277.000              0.782              0.019              0.687             14.079             89.896             70.028              0.019             14.591              0.035              2.237             -2.244             11.372   
       10877.000            277.000              0.398              0.082              0.230             27.930             78.532             85.512              0.297             30.960              0.169              1.948            186.620             11.373   
       10878.000            277.000              0.362              0.089              0.778              7.841             60.351            151.331              0.171             29.127              0.776              1.121            612.271             11.374   
       10879.000            277.000              0.571              0.490              0.558             24.285             55.022            160.433              0.190             14.222              0.138              2.107            310.227             11.377   
       10880.000            277.000              0.425              0.042              0.122             21.693             59.906             61.319              0.018              9.569              0.574              3.681            193.096             11.378   
       10881.000            276.000              0.290              0.346              0.166             23.447             87.490             80.565              0.165             20.266              0.330              3.466            441.599             11.378   
       10882.000            276.000              0.414              0.437              0.571             13.084             68.018            191.144              0.169             21.474              0.369              3.280            265.800             11.379   
       10883.000            276.000              0.372              0.407              0.572             21.896             66.947            195.978              0.060             37.023              0.917              2.657            260.636             11.379   
       10884.000            276.000              0.440              0.060              0.357             11.327             70.395            149.157              0.293             10.934              0.342              2.850            195.318             11.381   
       10885.000            276.000              0.896              0.301              0.195             11.502             72.135             72.190              0.129              1.687              0.988              5.228            133.151             11.382   
       10886.000            276.000              0.932              0.263              0.148             22.033             55.476            104.622              0.086             43.776              0.720              3.717            160.209             11.382   
       10887.000            276.000              0.712              0.035              0.237             29.948             65.992            165.355              0.031              5.022              0.687              3.364            145.524             11.383   
       10888.000            276.000              0.559              0.374              0.365             17.266             61.018            192.978              0.082             35.256              0.007              3.445            360.188             11.384   
       10889.000            276.000              0.865              0.494              0.744              6.926             93.889            154.010              0.154             21.609              0.244              5.957             76.530             11.386   
       10890.000            276.000              0.355              0.358              0.334             20.605             68.562            174.765              0.101             32.278              0.062              3.168             30.905             11.387   
       10891.000            276.000              0.250              0.405              0.284             17.211             59.965            193.225              0.217             38.849              0.950              1.176            366.865             11.388   
       10892.000            276.000              0.355              0.378              0.305              9.752             72.575            179.776              0.067             32.302              0.907              3.265            415.914             11.390   
       10893.000            276.000              0.634              0.254              0.060             24.348             87.145             75.580              0.262              8.732              0.360              1.746           -450.789             11.391   
       10894.000            276.000              0.263              0.432              0.298              9.902             91.596             88.160              0.152             41.166              0.835              2.695             31.761             11.392   
       10895.000            276.000              0.180              0.068              0.612             13.795             70.662            128.658              0.215             47.651              0.916              1.072            218.011             11.393   
       10896.000            275.000              0.820              0.486              0.220             21.324             58.139            128.373              0.216             49.650              0.169              5.216            223.407             11.394   
       10897.000            275.000              0.335              0.204              0.606              8.385             50.657            122.935              0.046              4.197              0.848              2.917            168.784             11.395   
       10898.000            275.000              0.484              0.334              0.075             27.972             68.506             98.733              0.133             47.488              0.768              5.512            568.566             11.396   
       10899.000            275.000              0.693              0.391              0.992              5.927             83.193             88.137              0.004             39.125              0.916              2.256            420.048             11.397   
       10900.000            275.000              0.381              0.306              0.528             28.547             77.752             71.662              0.206             19.949              0.602              3.058            561.406             11.400   
       10901.000            275.000              0.493              0.468              0.207             25.216             68.584             67.613              0.031             24.034              0.542              2.575            275.461             11.401   
       10902.000            275.000              0.444              0.383              0.296             11.433             74.349             50.424              0.037             10.426              0.176              3.868            471.810             11.402   
       10903.000            275.000              0.429              0.478              0.819             24.453             52.720            101.964              0.247             26.332              0.386              4.547            381.020             11.402   
       10904.000            275.000              0.354              0.069              0.942             23.275             92.090            130.424              0.024              5.218              0.752              1.837            385.571             11.403   
       10905.000            275.000              0.940              0.217              0.078             27.229             84.978            162.763              0.126              8.896              0.773              3.743            109.490             11.404   
       10906.000            275.000              0.429              0.402              0.087             25.888             61.220            174.852              0.089             36.791              0.987              3.065            554.771             11.405   
       10907.000            275.000              0.403              0.434              0.422             17.183             63.548             80.434              0.164             34.152              0.975              3.676            535.048             11.405   
       10908.000            275.000              0.442              0.170              0.378             22.434             84.166            137.068              0.044             30.455              0.256              5.512            363.451             11.406   
       10909.000            275.000              0.311              0.008              0.842             22.455             93.451            192.425              0.292             14.480              0.890              2.440            669.304             11.407   
       10910.000            275.000              0.356              0.291              0.386             17.315             80.893            159.357              0.208             48.500              0.775              5.746            633.612             11.408   
       10911.000            274.000              0.312              0.417              0.263             23.217             87.906             61.399              0.240             32.691              0.771              4.853            567.669             11.408   
       10912.000            274.000              0.636              0.480              0.978             10.898             81.165             90.738              0.033             31.500              0.601              5.199            447.326             11.409   
       10913.000            274.000              0.467              0.019              0.557             10.569             84.043            133.097              0.190             36.452              0.041              4.860           -108.293             11.410   
       10914.000            274.000              0.283              0.131              0.296             22.748             74.051             57.114              0.280             37.066              0.410              1.819            -84.766             11.410   
       10915.000            274.000              0.285              0.220              0.383             20.003             93.573             50.948              0.019             30.913              0.202              5.708            120.622             11.411   
       10916.000            274.000              0.883              0.039              0.893             11.323             58.308            104.799              0.008             49.791              0.864              1.477            464.896             11.412   
       10917.000            274.000              0.392              0.417              0.355             15.539             59.185            113.923              0.126             29.030              0.231              2.553            243.624             11.413   
       10918.000            274.000              0.297              0.331              0.041             20.714             97.723            132.057              0.091             44.484              0.832              1.966            478.136             11.413   
       10919.000            274.000              0.795              0.233              0.369             10.154             65.173             78.952              0.044             41.470              0.701              4.979            354.510             11.414   
       10920.000            274.000              0.282              0.386              0.225             24.285             57.013            126.659              0.266             27.139              0.638              3.411            397.560             11.415   
       10921.000            274.000              0.623              0.359              0.057             21.774             56.198            111.302              0.129             20.658              0.216              5.468            529.820             11.416   
       10922.000            274.000              0.389              0.393              0.890             18.123             62.469            131.143              0.089              7.952              0.378              3.961            245.993             11.417   
       10923.000            274.000              0.334              0.309              0.124             29.312             66.402            158.762              0.254             30.342              0.430              5.379            630.513             11.417   
       10924.000            274.000              0.282              0.112              0.836             10.485             54.347            131.309              0.199             40.580              0.738              1.665            444.226             11.419   
       10925.000            274.000              0.782              0.323              0.786              8.698             96.847             96.800              0.009             34.387              0.896              2.419            552.053             11.419   
       10926.000            273.000              0.310              0.177              0.920             15.825             97.911            197.276              0.262              4.018              0.487              3.172            388.295             11.422   
       10927.000            273.000              0.484              0.387              0.544              8.555             54.492            151.990              0.204             19.173              0.862              5.220            575.747             11.428   
       10928.000            273.000              0.315              0.151              0.129             24.838             73.061             83.228              0.248             15.549              0.844              3.823            496.713             11.429   
       10929.000            273.000              0.345              0.424              0.871             14.798             87.525             67.984              0.227             10.871              0.642              3.827            512.782             11.429   
       10930.000            273.000              0.500              0.363              0.487             19.032             56.417            182.055              0.248             35.379              0.858              3.577            486.828             11.430   
       10931.000            273.000              0.588              0.319              0.853             13.065             81.368            161.302              0.266              7.552              0.347              2.220            -75.205             11.431   
       10932.000            273.000              0.422              0.077              0.474             21.925             93.765             91.071              0.010             46.584              0.773              4.779            601.917             11.432   
       10933.000            273.000              0.434              0.122              0.150             14.162             75.280            100.680              0.120              8.535              0.782              3.197            474.854             11.435   
       10934.000            273.000              0.949              0.472              0.231             25.037             74.101            120.102              0.107              4.400              0.442              3.348            450.181             11.438   
       10935.000            273.000              0.254              0.221              0.328             10.957             67.878            129.186              0.059             17.752              0.457              5.136           -234.485             11.439   
       10936.000            273.000              0.800              0.319              0.741             23.300             68.479            111.855              0.088             36.424              0.862              5.401            170.728             11.439   
       10937.000            273.000              0.610              0.072              0.317             11.361             69.283            164.316              0.114              5.311              0.555              3.890            155.222             11.440   
       10938.000            273.000              0.532              0.312              0.929             18.274             86.521            163.193              0.082             47.781              0.977              1.432            112.112             11.441   
       10939.000            273.000              0.748              0.180              0.541              8.721             53.818            145.841              0.093             40.296              0.486              2.951            113.617             11.443   
       10940.000            273.000              0.310              0.283              0.850             15.260             89.628            146.555              0.226             20.300              0.244              1.520           -156.706             11.444   
       10941.000            272.000              0.707              0.337              0.774             12.165             60.658            145.282              0.057             37.811              0.507              2.322            368.700             11.445   
       10942.000            272.000              0.773              0.313              0.157             13.522             89.888             69.174              0.138             19.627              0.291              2.735            281.637             11.445   
       10943.000            272.000              0.490              0.404              0.133             22.328             61.722            171.882              0.123             12.914              0.284              5.864            609.159             11.448   
       10944.000            272.000              0.478              0.072              0.806             26.620             76.208            125.115              0.017             37.170              0.728              2.686            567.591             11.448   
       10945.000            272.000              0.796              0.309              0.766             24.979             96.306             78.189              0.029              9.825              0.903              3.605            480.778             11.448   
       10946.000            272.000              0.255              0.239              0.402             29.237             85.174            115.675              0.136             13.950              0.885              5.384            548.894             11.449   
       10947.000            272.000              0.760              0.316              0.617             18.446             77.796            116.027              0.020             43.293              0.085              3.982            331.297             11.452   
       10948.000            272.000              0.769              0.239              0.574             24.589             82.043             74.812              0.013             19.419              0.844              4.138            504.092             11.452   
       10949.000            272.000              0.510              0.404              0.946             21.727             71.639             56.343              0.155             35.623              0.638              2.783            402.972             11.453   
       10950.000            272.000              0.516              0.131              0.579             14.208             85.793            101.597              0.068             36.181              0.274              5.409            377.274             11.454   
       10951.000            272.000              0.512              0.122              0.375              5.812             82.681             75.630              0.240             44.399              0.306              2.148            127.166             11.455   
       10952.000            272.000              0.353              0.385              0.505             17.263             86.117            121.882              0.114             10.257              0.408              3.312            242.863             11.456   
       10953.000            272.000              0.417              0.154              0.298             29.885             67.314            196.023              0.184             26.275              0.877              5.943            479.877             11.457   
       10954.000            272.000              0.751              0.081              0.721             13.426             88.753             95.499              0.015             16.697              0.351              2.587            286.096             11.458   
       10955.000            272.000              0.536              0.222              0.368             20.001             85.298            196.836              0.160             33.928              0.550              2.086            406.360             11.458   
       10956.000            271.000              0.453              0.476              0.689              7.708             61.266            189.743              0.275             12.726              0.246              5.693            509.083             11.459   
       10957.000            271.000              0.642              0.237              0.763              8.950             51.331             53.375              0.027              7.693              0.849              3.358            565.534             11.460   
       10958.000            271.000              0.420              0.221              0.181             29.282             69.947             73.795              0.198             45.488              0.647              3.578            443.506             11.460   
       10959.000            271.000              0.708              0.400              0.223              9.221             74.676            159.566              0.098             49.186              0.350              4.346            529.870             11.461   
       10960.000            271.000              0.674              0.456              0.731             26.093             71.913            149.030              0.089              8.786              0.773              3.444            482.665             11.463   
       10961.000            271.000              0.709              0.132              0.471             14.879             89.033            150.595              0.051             38.047              0.007              5.561            146.393             11.465   
       10962.000            271.000              0.563              0.351              0.043             10.870             84.804             79.358              0.094             48.345              0.513              2.247            491.612             11.466   
       10963.000            271.000              0.292              0.381              0.134             15.819             78.926            139.412              0.284             38.944              0.815              4.514            562.832             11.468   
       10964.000            271.000              0.452              0.450              0.757             25.206             74.142            106.016              0.073             13.559              0.853              5.938            542.931             11.468   
       10965.000            271.000              0.204              0.392              0.453              5.711             83.020            125.745              0.240             10.043              0.893              1.208            421.676             11.469   
       10966.000            271.000              0.288              0.364              0.768              7.612             77.630            142.721              0.281             19.455              0.895              2.683            342.041             11.469   
       10967.000            271.000              0.815              0.247              0.060              8.441             54.822             77.098              0.014             32.073              0.377              3.803            399.270             11.469   
